key,filename,category,priority,seconds,label,prompt
"draw-yugi","draw-yugi.mp4","duelist","2","4","Yugi Muto — Draw — topdeck moment","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. close on a slight teenage boy with dramatic star-shaped black hair tipped with magenta and blond bangs falling over his forehead, wearing a dark blue school jacket with a high collar and a large golden inverted-pyramid pendant on a chain around his neck, drawing a single card from the Duel Disk deck holder and turning it over, eyes widening as light catches the card face; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"lose-joey","lose-joey.mp4","duelist","2","5","Joey Wheeler — Defeat","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a scruffy blond teenage boy with shaggy hair falling into his eyes, wearing an unzipped green jacket over a white shirt, restless and loose-limbed, staggering back a step as their life-point counter hits zero and every hologram in front of them shatters into fading light; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"lose-kaiba","lose-kaiba.mp4","duelist","2","5","Seto Kaiba — Defeat","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a tall, sharp-featured young man with short dark brown hair and cold pale blue eyes, wearing a long white high-collared coat whose collar flares up past his jaw, sleeves buckled at the wrists, staggering back a step as their life-point counter hits zero and every hologram in front of them shatters into fading light; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"lose-mai","lose-mai.mp4","duelist","2","5","Mai Valentine — Defeat","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a confident blonde woman with long wavy hair past her shoulders, wearing a sleeveless violet jacket and long fingerless gloves, one hip cocked, staggering back a step as their life-point counter hits zero and every hologram in front of them shatters into fading light; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"lose-yugi","lose-yugi.mp4","duelist","2","5","Yugi Muto — Defeat","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a slight teenage boy with dramatic star-shaped black hair tipped with magenta and blond bangs falling over his forehead, wearing a dark blue school jacket with a high collar and a large golden inverted-pyramid pendant on a chain around his neck, staggering back a step as their life-point counter hits zero and every hologram in front of them shatters into fading light; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"play-set-joey","play-set-joey.mp4","duelist","2","4","Joey Wheeler — Set a card face-down","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a scruffy blond teenage boy with shaggy hair falling into his eyes, wearing an unzipped green jacket over a white shirt, restless and loose-limbed, sliding a card face-down into a Duel Disk slot with a flick of the wrist; a flat translucent brown card-back hologram materialises horizontally in front of them and hangs there; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"play-set-kaiba","play-set-kaiba.mp4","duelist","2","4","Seto Kaiba — Set a card face-down","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a tall, sharp-featured young man with short dark brown hair and cold pale blue eyes, wearing a long white high-collared coat whose collar flares up past his jaw, sleeves buckled at the wrists, sliding a card face-down into a Duel Disk slot with a flick of the wrist; a flat translucent brown card-back hologram materialises horizontally in front of them and hangs there; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"play-set-mai","play-set-mai.mp4","duelist","2","4","Mai Valentine — Set a card face-down","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a confident blonde woman with long wavy hair past her shoulders, wearing a sleeveless violet jacket and long fingerless gloves, one hip cocked, sliding a card face-down into a Duel Disk slot with a flick of the wrist; a flat translucent brown card-back hologram materialises horizontally in front of them and hangs there; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"play-set-yugi","play-set-yugi.mp4","duelist","2","4","Yugi Muto — Set a card face-down","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a slight teenage boy with dramatic star-shaped black hair tipped with magenta and blond bangs falling over his forehead, wearing a dark blue school jacket with a high collar and a large golden inverted-pyramid pendant on a chain around his neck, sliding a card face-down into a Duel Disk slot with a flick of the wrist; a flat translucent brown card-back hologram materialises horizontally in front of them and hangs there; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"react-determined-joey","react-determined-joey.mp4","duelist","2","4","Joey Wheeler — Reaction — low life points","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. close-up of a scruffy blond teenage boy with shaggy hair falling into his eyes, wearing an unzipped green jacket over a white shirt, restless and loose-limbed, breathing hard, jaw set, refusing to look away, the life-point counter on their Duel Disk glowing red beside them; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"react-determined-kaiba","react-determined-kaiba.mp4","duelist","2","4","Seto Kaiba — Reaction — low life points","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. close-up of a tall, sharp-featured young man with short dark brown hair and cold pale blue eyes, wearing a long white high-collared coat whose collar flares up past his jaw, sleeves buckled at the wrists, breathing hard, jaw set, refusing to look away, the life-point counter on their Duel Disk glowing red beside them; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"react-determined-mai","react-determined-mai.mp4","duelist","2","4","Mai Valentine — Reaction — low life points","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. close-up of a confident blonde woman with long wavy hair past her shoulders, wearing a sleeveless violet jacket and long fingerless gloves, one hip cocked, breathing hard, jaw set, refusing to look away, the life-point counter on their Duel Disk glowing red beside them; a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below."
"react-determined-yugi","react-determined-yugi.mp4","duelist","2","4","Yugi Muto — Reaction — low life points","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. close-up of a slight teenage boy with dramatic star-shaped black hair tipped with magenta and blond bangs falling over his forehead, wearing a dark blue school jacket with a high collar and a large golden inverted-pyramid pendant on a chain around his neck, breathing hard, jaw set, refusing to look away, the life-point counter on their Duel Disk glowing red beside them; a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges."
"clash-DARK","clash-DARK.mp4","monster","2","6","clash · DARK","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two enormous monster holograms collide head-on in a shockwave of deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"clash-EARTH","clash-EARTH.mp4","monster","2","6","clash · EARTH","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two enormous monster holograms collide head-on in a shockwave of amber and bronze earth energy, dust and stone, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"clash-FIRE","clash-FIRE.mp4","monster","2","6","clash · FIRE","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two enormous monster holograms collide head-on in a shockwave of orange and red flame, embers streaming, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"clash-LIGHT","clash-LIGHT.mp4","monster","2","6","clash · LIGHT","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two enormous monster holograms collide head-on in a shockwave of brilliant white and cyan energy, blinding highlights, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"clash-WIND","clash-WIND.mp4","monster","2","6","clash · WIND","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two enormous monster holograms collide head-on in a shockwave of green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-DARK-dragon","summon-DARK-dragon.mp4","monster","2","6","summon · DARK · dragon","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an enormous armoured dragon, wings spread, jaws wide, erupting upward as a giant hologram from a duelist's forearm Duel Disk, deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-DARK-fiend","summon-DARK-fiend.mp4","monster","2","6","summon · DARK · fiend","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a horned demonic creature wreathed in crackling shadow, erupting upward as a giant hologram from a duelist's forearm Duel Disk, deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-DARK-spellcaster","summon-DARK-spellcaster.mp4","monster","2","6","summon · DARK · spellcaster","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a robed sorcerer channelling energy through a raised staff, erupting upward as a giant hologram from a duelist's forearm Duel Disk, deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-DARK-warrior","summon-DARK-warrior.mp4","monster","2","6","summon · DARK · warrior","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an armoured warrior in a heavy battle stance, weapon raised, erupting upward as a giant hologram from a duelist's forearm Duel Disk, deep violet and black energy, purple rim light, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-EARTH-beast","summon-EARTH-beast.mp4","monster","2","6","summon · EARTH · beast","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a huge four-legged beast mid-pounce, muscles bunched, erupting upward as a giant hologram from a duelist's forearm Duel Disk, amber and bronze earth energy, dust and stone, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-EARTH-warrior","summon-EARTH-warrior.mp4","monster","2","6","summon · EARTH · warrior","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an armoured warrior in a heavy battle stance, weapon raised, erupting upward as a giant hologram from a duelist's forearm Duel Disk, amber and bronze earth energy, dust and stone, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-FIRE-spellcaster","summon-FIRE-spellcaster.mp4","monster","2","6","summon · FIRE · spellcaster","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a robed sorcerer channelling energy through a raised staff, erupting upward as a giant hologram from a duelist's forearm Duel Disk, orange and red flame, embers streaming, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-FIRE-warrior","summon-FIRE-warrior.mp4","monster","2","6","summon · FIRE · warrior","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an armoured warrior in a heavy battle stance, weapon raised, erupting upward as a giant hologram from a duelist's forearm Duel Disk, orange and red flame, embers streaming, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-LIGHT-dragon","summon-LIGHT-dragon.mp4","monster","2","6","summon · LIGHT · dragon","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an enormous armoured dragon, wings spread, jaws wide, erupting upward as a giant hologram from a duelist's forearm Duel Disk, brilliant white and cyan energy, blinding highlights, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-LIGHT-winged","summon-LIGHT-winged.mp4","monster","2","6","summon · LIGHT · winged","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a winged humanoid creature banking hard, feathers flaring, erupting upward as a giant hologram from a duelist's forearm Duel Disk, brilliant white and cyan energy, blinding highlights, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-WIND-beast","summon-WIND-beast.mp4","monster","2","6","summon · WIND · beast","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a huge four-legged beast mid-pounce, muscles bunched, erupting upward as a giant hologram from a duelist's forearm Duel Disk, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-WIND-dragon","summon-WIND-dragon.mp4","monster","2","6","summon · WIND · dragon","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an enormous armoured dragon, wings spread, jaws wide, erupting upward as a giant hologram from a duelist's forearm Duel Disk, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-WIND-spellcaster","summon-WIND-spellcaster.mp4","monster","2","6","summon · WIND · spellcaster","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a robed sorcerer channelling energy through a raised staff, erupting upward as a giant hologram from a duelist's forearm Duel Disk, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-WIND-warrior","summon-WIND-warrior.mp4","monster","2","6","summon · WIND · warrior","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. an armoured warrior in a heavy battle stance, weapon raised, erupting upward as a giant hologram from a duelist's forearm Duel Disk, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"summon-WIND-winged","summon-WIND-winged.mp4","monster","2","6","summon · WIND · winged","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a winged humanoid creature banking hard, feathers flaring, erupting upward as a giant hologram from a duelist's forearm Duel Disk, green and white air currents, swirling gusts, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
"standoff-cliff","standoff-cliff.mp4","arena","3","6","Standoff loop — cliff","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two duelists faced off at opposite ends of a torch-lit stone duel arena on a sea cliff at dusk, banners snapping in the wind, waves breaking far below, Duel Disks lit, monsters idling as holograms between them, banners snapping."
"standoff-rooftop","standoff-rooftop.mp4","arena","3","6","Standoff loop — rooftop","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. two duelists faced off at opposite ends of a rain-slicked skyscraper rooftop duel arena at night, city lights far below, holographic projector pylons humming at the edges, Duel Disks lit, monsters idling as holograms between them, nothing moving but the rain."
"direct-DARK","direct-DARK.mp4","monster","3","6","direct · DARK","late-1990s cel-shaded anime, hand-inked outlines, saturated colour, visible film grain, dramatic low camera angle, shallow depth of field, 16:9 widescreen, no text, no subtitles, no captions, no logos, no watermark. A holographic trading-card duel. Each duelist wears a metal Duel Disk clamped to their left forearm: a curved silver-and-grey blade with five illuminated card slots swung out into a wide arc, and a round glowing life-point counter set into the housing. Cards are slotted in by hand. Monsters appear as huge translucent light-emitting holograms projected upward from the disk, with visible scan lines and flickering edges. a monster hologram charges past an empty field and slams into a duelist's holographic barrier, deep violet and black energy, purple rim light exploding outward, in a floodlit open-air duel arena at night, holographic projector pylons at its edges, empty stands beyond."
